Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
BIO SC,GENERAL BIOLOGY LAB,1020,4,WS2007,A & S,"DELUCA,PAUL ANTHONY",5,6,10,1,0,2.682
BIO SC,GENERAL BIOLOGY LAB,1020,5,WS2007,A & S,"TALWAR,MALVIKA",5,7,4,6,0,2.514
BIO SC,GENERAL BIOLOGY LAB,1020,6,WS2007,A & S,"STORRS,SARA I",3,10,8,2,0,2.557
BIO SC,GENERAL BIOLOGY LAB,1020,7,WS2007,A & S,"DELUCA,PAUL ANTHONY",2,11,6,1,1,2.529
BIO SC,GENERAL BIOLOGY LAB,1020,8,WS2007,A & S,"SULLIVAN,LAURA E",10,8,3,1,0,3.091
BIO SC,GENERAL BIOLOGY LAB,1020,9,WS2007,A & S,"GLASCO,DERRICK M",2,16,4,1,0,2.904
BIO SC,BASIC ENVIRNMENT STUDIES,1060,1,WS2007,A & S,"HURST,ROBIN D",68,16,3,4,3,3.514
BIO SC,INTRO BIOL SYSTEMS W/LAB,1500,1,WS2007,A & S,"MARUNIAK,JOEL",95,139,96,31,13,2.719
BIO SC,TPC: HOW THE BRAIN WORKS,2002,1,WS2007,A & S,"MARUNIAK,JOEL",10,10,9,0,0,3.034
BIO SC,TPC: HOW THE BRAIN WORKS,2002,2,WS2007,A & S,"STONE,BETHANY",41,1,0,0,0,3.933
BIO SC,GENERAL GENETICS,2200,1,WS2007,A & S,"DAVID,JOHN DEWOOD",53,66,55,12,17,2.612
BIO SC,INTRO TO CELL BIOLOGY,2300,1,WS2007,A & S,"CHANDRASEKHAR,ANAND",41,22,21,11,1,2.935
BIO SC,INTRO TO CELL BIOLOGY,2300,2,WS2007,A & S,"STROMHAUG,PER EIVIND",30,40,20,1,0,3.157
BIO SC,INTRO TO CELL BIOLOGY,2300,3,WS2007,A & S,"WORCESTER,DAVID L",15,26,16,5,1,2.735
BIO SC,ORNITHOLOGY,2600,1,WS2007,A & S,"MORRIS PORNELUZI,DAN",3,4,3,1,0,2.709
BIO SC,ICHTHYOLOGY,2700,1,WS2007,A & S,"NOLTIE,DOUGLAS B",8,8,5,0,1,2.986
BIO SC,READING BIOLOG SCIENCE,2960,2,WS2007,A & S,"CUMBIE,BILLY G",22,9,0,0,1,3.594
BIO SC,HONORS READINGS BIO LIT,2965H,1,WS2007,A & S,"CARREL,JAMES ELLIOTT",9,0,0,0,1,3.6
BIO SC,GENETICS AND SOCIETY,3050,1,WS2007,A & S,"GOLOMB,MIRIAM W",36,12,4,0,0,3.627
BIO SC,COMMUNITY BIOLOGY,3100,1,WS2007,A & S,"GAYOU,DOUGLAS",48,36,15,0,1,3.273
BIO SC,PLANT TAXONOMY,3210,1,WS2007,A & S,"PIRES,JOSEPH C",14,15,7,2,0,3.055
BIO SC,HERPETOLOGY,3360,1,WS2007,A & S,"SEMLITSCH,RAYMOND",7,12,5,0,1,2.984
BIO SC,BIOLOGY OF FUNGI,3510,1,WS2007,A & S,"MIHAIL,JEANNE DENYSE",12,6,1,0,0,3.5
BIO SC,ANIMAL PHYSIOLOGY,3700,1,WS2007,A & S,"MCCLELLAN,ANDREW D",11,20,11,5,2,2.637
BIO SC,ANIMAL PHYSIOLOGY,3700,2,WS2007,A & S,"SCHULZ,DAVID J",16,20,15,4,4,2.642
BIO SC,GENERAL MICROBIOLOGY,3750,1,WS2007,A & S,"CHAPMAN,LINDA FLEET",10,17,8,0,0,3.074
BIO SC,TPC: AMAZON ECOLGY/FLD,4002,1,WS2007,A & S,"HOLTSFORD,TIMOTHY P",9,0,0,0,1,3.48
BIO SC,SENSORY PHYSIO/BEHAVIOR,4560,1,WS2007,A & S,"JEN,PHILIP HUNG SUN",8,0,0,0,2,3.2
BIO SC,EVOLUTION,4600,1,WS2007,A & S,"SCHUL,JOHANNES",14,23,17,2,0,2.838
BIO SC,UNDRGRD RSCH IN BIOL,4952,1,WS2007,A & S,,10,0,0,0,1,3.609
BIO SC,DEVELOPMENTAL BIOLOGY,4972,1,WS2007,A & S,"WALKER,JOHN CHARLES",8,8,10,0,0,2.958
BIO SC,MOLECULAR BIOLOGY,4976,1,WS2007,A & S,"SMITH,GEORGE P",8,9,7,0,3,2.715
BIO SC,MAMMALIAN REPROD BIOLOGY,4984,1,WS2007,A & S,"VOMSAAL,FREDERICK ST",20,12,2,0,0,3.538
BIO SC,VERT HISTO & MICRO ANAT,4990,1,WS2007,A & S,"PHILLIPS,THOMAS E",40,12,3,1,0,3.609
BIO SC,SMR: DISCVRY OF EVOLUTN,4994,1,WS2007,A & S,"CARREL,JAMES ELLIOTT",11,8,1,0,0,3.425
BIO SC,SMR: DISCVRY OF EVOLUTN,4994,2,WS2007,A & S,"SETZER,DAVID R",0,11,1,0,0,2.867
BIO SC,RESEARCH,7990,1,WS2007,A & S,,10,2,0,0,0,3.833
BIO SC,PROBLMS IN BIOL SCIENCES,8085,1,WS2007,A & S,,7,3,0,0,0,3.7
BIO SC,INTEGRATIVE NEUROSCI 2,8442,1,WS2007,A & S,"MCCLELLAN,ANDREW D",11,3,0,0,0,3.786
BIO SC,COLLEGE SCIENCE TEACHING,8724,1,WS2007,A & S,"SIEGEL,MARCELLE ARRA",8,1,1,0,0,3.7
BIOCHM,THE MOLECULES OF LIFE,2110,1,WS2007,AF&NR,"PETERSON,VIRGINIA E",46,42,22,1,0,3.19
BIOCHM,BIOTECHNOLOGY IN SOCIETY,2112,1,WS2007,AF&NR,"SIEGEL,MARCELLE ARRA",45,38,19,1,0,3.23
BIOCHM,GENERAL BIOCHEMISTRY,3630,1,WS2007,AF&NR,"ROGERS,ELIZABETH E",33,54,38,15,3,2.684
BIOCHM,BIOCHEMISTRY,4270,1,WS2007,AF&NR,"TIPTON,PETER A",31,32,27,5,0,2.905
BIOCHM,BIOCHEMISTRY,4272,1,WS2007,AF&NR,"SCHMIDT,FRANCIS JOHN",17,26,13,2,0,2.995
BIOCHM,SENIOR SMR IN BIOCHEM,4970,1,WS2007,AF&NR,"GUILFOYLE,THOMAS J",15,6,2,0,0,3.565
BIOCHM,SENIOR SMR IN BIOCHEM,4970,2,WS2007,AF&NR,"GUILFOYLE,THOMAS J",7,3,0,0,0,3.7
BIOCHM,BIOCHEMISTRY LABORATORY,4974,2,WS2007,AF&NR,"PECULIS,BRENDA A",7,2,1,0,0,3.57
BIOCHM,BIOCHEMISTRY,7272,1,WS2007,AF&NR,"SCHMIDT,FRANCIS JOHN",2,8,1,0,0,3.091
BIOCHM,PHYSICAL BIOCHEMISTRY,8430,1,WS2007,AF&NR,"HENZL,MICHAEL T",2,5,2,0,1,2.7
BIOCHM,MOLECULAR BIOLOGY 2,9432,1,WS2007,AF&NR,"HANNINK,MARK",3,10,0,0,0,3.231
BIOCHM,HORMONE ACTION,9462,1,WS2007,AF&NR,"KUTTENKULER,JENNIFER",13,1,0,0,0,3.929
BSCI,BIOMEDICAL TERMINOLOGY,2110,1,WS2007,VET M,"CHASTAIN, C. B.",6,2,3,1,3,2.467
BSCI,VET MED TERMINOLOGY,2111,1,WS2007,VET M,"CHASTAIN, C. B.",8,3,0,0,0,3.618
BSCI,DOMESTIC ANIMAL BEHAVIOR,2235,1,WS2007,VET M,"CROSS, DAVID T.",10,4,0,0,0,3.65
BSCI,VETERINARY ANATOMY,5011,1,WS2007,VET M,"FRAPPIER,BRIAN LEE",20,39,11,0,0,3.129
BSCI,VET GASTROINTESTINAL,5051,1,WS2007,VET M,"CLARKE,LANE L",14,42,12,1,0,3.0
BSCI,VET MICROSCOPIC ANATOMY,5503,1,WS2007,VET M,"FRAPPIER,BRIAN LEE",24,33,14,0,0,3.141
BSCI,VETERINARY PHARMACOLOGY,5508,1,WS2007,VET M,"HEESCH,CHERYL M",13,49,9,0,0,3.056
C & I,FIRST AID,1300,1,WS2007,EDUC,"GOLDFARB,JOSEPH MICH",17,2,0,0,0,3.895
C & I,FIRST AID,1300,2,WS2007,EDUC,"GOLDFARB,JOSEPH MICH",15,2,0,0,0,3.882
C & I,SCUBA THEORY,1320,1,WS2007,EDUC,"BUSCH,WILLIAM M",8,16,2,0,0,3.231
C & I,EMERGNT LANG EARLY CHLD,4500,1,WS2007,EDUC,"SCHNEEBERGER,SHARON",7,3,0,0,0,3.61
C & I,ADVNC EARLY CHLD CURCLM,8612,2,WS2007,EDUC,"KNIPPING,NANCY",7,5,0,0,0,3.583
C & I,WHOLE LANGUAGE CURRIC,8620,1,WS2007,EDUC,"GILLES,CAROL",11,2,0,0,0,3.846
C & I,STU: ENGL WRIT/RDG/TCH,8640,1,WS2007,EDUC,"FOX,ROY F",12,2,0,0,0,3.857
C & I,INQUIRY & SCIENCE CURR,8712,1,WS2007,EDUC,"VOLKMANN,MARK J",11,1,0,0,0,3.917
C & I,"TCH,LRN&RSC M&SEC SCI 3",8719,1,WS2007,EDUC,"VOLKMANN,MARK J",8,3,0,0,0,3.727
C & I,PATRN INSTR SOC STDS,8790,1,WS2007,EDUC,"SEROTA,SUSAN B",21,1,0,0,0,3.955
C & I,SMR: MTD TCH ENG LANG LR,8900,15,WS2007,EDUC,"BECKNER,REBECCA S",13,3,1,0,0,3.706
C & I,SMR: MTD TCH ENG LANG LR,8900,20,WS2007,EDUC,"HULETT,JOYCELIN LOUI",25,0,0,0,1,3.846
C & I,SMR: MTD TCH ENG LANG LR,8900,21,WS2007,EDUC,"BAKER,ELIZABETH A",8,3,0,0,0,3.727
C & I,SMR: MTD TCH ENG LANG LR,8900,23,WS2007,EDUC,"BAKER,ELIZABETH A",11,1,0,0,0,3.917
C & I,SMR: MTD TCH ENG LANG LR,8900,28,WS2007,EDUC,"PRICE,PATRICIA JOY",12,1,0,0,0,3.923
C & I,SMR: MTD TCH ENG LANG LR,8900,31,WS2007,EDUC,"WILSON,ELLEN SHERMAN",21,3,1,0,0,3.8
C & I,SMR: MTD TCH ENG LANG LR,8900,32,WS2007,EDUC,"PIERCE,KATHRYN MITCH",11,2,0,0,0,3.8
C & I,SMR: PSYCH MUSIC PERFORM,8900,5,WS2007,EDUC,"LANNIN,JOHN",26,2,0,0,0,3.929
C & I,CLASSROOM RESEARCH-LTC,8915,1,WS2007,EDUC,"MCCREARY,MARILYN KAY",22,1,0,0,0,3.957
C & I,CLASSROOM RESEARCH-LTC,8915,2,WS2007,EDUC,"WESTERFIELD,MARY C",21,1,0,0,0,3.955
C & I,CLASSROOM RESEARCH-LTC,8915,3,WS2007,EDUC,"BECK,MARY KATHRYN WA",9,2,0,0,0,3.818
CE&ENE,DECSN METHD F/CE DESIGN,3010,1,WS2007,ENGR,"BOWDERS JR,JOHN J",13,20,14,1,1,2.878
CE&ENE,FUND TRANSPORTN ENGINEER,3100,1,WS2007,ENGR,"SUN,CARLOS CHUNG",16,21,5,1,1,3.095
CE&ENE,FUND OF ENVIRONMNTL ENGR,3200,1,WS2007,ENGR,"CLEVENGER,THOMAS EUG",17,18,6,0,0,3.268
CE&ENE,STRUCTURAL ANALYSIS 1,3300,1,WS2007,ENGR,"SALIM,HANI A",7,18,12,4,0,2.698
CE&ENE,REINFORCE CONCRETE DESIG,3312,1,WS2007,ENGR,"WASHER,GLENN ALDEN",16,22,15,1,1,2.884
CE&ENE,FUND GEOTECHNCL ENGR,3400,1,WS2007,ENGR,"ROSENBLAD,BRENT LYND",5,10,11,4,0,2.513
CE&ENE,CIVIL ENGINE MATERIALS,3600,1,WS2007,ENGR,"GOPALARATNAM,VELLORE",16,31,12,1,2,2.921
CE&ENE,FLUID MECHANICS,3700,1,WS2007,ENGR,"PEYTON JR,ROBERT LEE",14,8,2,2,0,3.296
CE&ENE,HYDROLOGY,3702,1,WS2007,ENGR,"PEYTON JR,ROBERT LEE",14,19,3,0,0,3.289
CE&ENE,TRANSPORTATION SIMULATN,4110,1,WS2007,ENGR,"MENNENI,SANDEEP",4,17,0,0,0,3.305
CE&ENE,ADV STRUCTURL STEEL DSGN,4300,1,WS2007,ENGR,"WASHER,GLENN ALDEN",5,7,1,0,0,3.262
CE&ENE,ADV MECHNCS OF MATERIALS,4600,1,WS2007,ENGR,"CHEN,ZHEN",2,4,7,1,0,2.5
CE&ENE,HYDRAUL OF OPEN CHANNELS,4700,1,WS2007,ENGR,"TRAUTH,KATHLEEN M",5,10,1,0,0,3.269
CE&ENE,CIV ENGINE SYSTMS DESIGN,4980,1,WS2007,ENGR,"PEYTON JR,ROBERT LEE",25,1,0,0,0,3.915
CE&ENE,ADV FOUNDATION ENGINEER,8410,1,WS2007,ENGR,"BOWDERS JR,JOHN J",7,3,0,0,0,3.7
CH ENG,MASS & ENERGY BALANCE,2225,1,WS2007,ENGR,"CHAN,PAUL CHUN HO",8,6,5,6,2,2.456
CH ENG,PRINC OF CHEM ENGINE 1,3234,1,WS2007,ENGR,"CHAN,PAUL CHUN HO",7,6,2,0,0,3.313
CH ENG,PRINC OF CHEM ENGINE 2,3235,1,WS2007,ENGR,"YU,QINGSONG",9,4,3,2,1,2.932
CH ENG,CHEM PROCESS MEASUREMENT,3242,1,WS2007,ENGR,"LOMBARDO,STEPHEN J",9,6,8,0,0,3.043
CH ENG,CHEM ENGINE THERMODYN 1,3261,1,WS2007,ENGR,"LOMBARDO,STEPHEN J",3,11,2,0,0,3.138
CH ENG,CHEM ENGINE THERMODYN 2,3262,1,WS2007,ENGR,"JACOBY,WILLIAM A",10,6,3,0,0,3.321
CH ENG,SQC & DOE FOR CHEM ENGR,4270,1,WS2007,ENGR,"JACOBY,WILLIAM A",6,19,1,0,1,3.141
CH ENG,CHEMODYNAMICS,4311,1,WS2007,ENGR,"MARRERO,T R",12,1,1,0,0,3.786
CH ENG,MOD METH CHEM PROC CNTRL,4370,1,WS2007,ENGR,"SUPPES,GALEN",4,7,2,0,0,3.108
CHEM,ATOMS & MOLECULES W LAB,1100,1,WS2007,A & S,"GANLEY,BRIAN C",33,70,48,34,23,2.245
CHEM,GENERAL CHEMISTRY 1,1310,1,WS2007,A & S,"GANLEY,BRIAN C",44,90,127,48,62,1.996
CHEM,GNRL CHEMISTRY 2 W LAB,1320,A,WS2007,A & S,,1,8,12,4,0,2.24
CHEM,GNRL CHEMISTRY 2 W LAB,1320,B,WS2007,A & S,,2,9,9,2,0,2.623
CHEM,GNRL CHEMISTRY 2 W LAB,1320,C,WS2007,A & S,,1,9,11,2,0,2.457
CHEM,GNRL CHEMISTRY 2 W LAB,1320,D,WS2007,A & S,,9,7,8,0,0,3.042
CHEM,GNRL CHEMISTRY 2 W LAB,1320,E,WS2007,A & S,,5,9,7,0,1,2.677
CHEM,GNRL CHEMISTRY 2 W LAB,1320,F,WS2007,A & S,,3,8,10,1,0,2.618
CHEM,GNRL CHEMISTRY 2 W LAB,1320,G,WS2007,A & S,,5,6,9,0,2,2.532
CHEM,GNRL CHEMISTRY 2 W LAB,1320,H,WS2007,A & S,,4,9,8,1,1,2.622
CHEM,GNRL CHEMISTRY 2 W LAB,1320,J,WS2007,A & S,,1,8,9,1,1,2.365
CHEM,GNRL CHEMISTRY 2 W LAB,1320,K,WS2007,A & S,,4,9,5,2,1,2.519
CHEM,GNRL CHEMISTRY 2 W LAB,1320,L,WS2007,A & S,,2,8,10,1,1,2.477
CHEM,GNRL CHEMISTRY 2 W LAB,1320,M,WS2007,A & S,,5,6,12,1,0,2.675
CHEM,GNRL CHEMISTRY 2 W LAB,1320,N,WS2007,A & S,,0,10,8,2,2,2.155
CHEM,GNRL CHEMISTRY 2 W LAB,1320,P,WS2007,A & S,,0,7,10,3,3,1.861
CHEM,GNRL CHEMISTRY 2 W LAB,1320,Q,WS2007,A & S,,6,5,10,0,1,2.668
CHEM,GNRL CHEMISTRY 2 W LAB,1320,R,WS2007,A & S,,3,11,7,1,0,2.755
CHEM,GNRL CHEMISTRY 2 W LAB,1320,S,WS2007,A & S,,1,7,11,2,1,2.241
CHEM,GNRL CHEMISTRY 2 W LAB,1320,T,WS2007,A & S,,4,8,6,3,3,2.279
CHEM,GNRL CHEMISTRY 2 W LAB,1320,U,WS2007,A & S,,6,7,9,1,2,2.56
CHEM,GNRL CHEMISTRY 2 W LAB,1320,V,WS2007,A & S,,6,9,7,0,2,2.671
CHEM,GNRL CHEMISTRY 2 W LAB,1320,W,WS2007,A & S,,3,7,9,2,0,2.51
CHEM,GNRL CHEMISTRY 2 W LAB,1320,X,WS2007,A & S,,2,5,9,5,2,2.013
CHEM,GNRL CHEMISTRY 2 W LAB,1320H,A,WS2007,A & S,,7,7,1,0,0,3.38
CHEM,GNRL CHEMISTRY 2 W LAB,1320H,B,WS2007,A & S,,10,6,2,1,0,3.284
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1A,WS2007,A & S,,0,4,11,3,2,1.85
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1B,WS2007,A & S,,2,4,10,1,4,1.938
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1C,WS2007,A & S,,6,3,10,2,0,2.605
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1D,WS2007,A & S,,2,3,16,2,0,2.204
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1E,WS2007,A & S,,2,8,10,1,0,2.51
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1F,WS2007,A & S,,2,9,10,0,0,2.648
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1G,WS2007,A & S,,2,9,6,1,0,2.667
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1H,WS2007,A & S,,3,5,12,2,0,2.409
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1J,WS2007,A & S,,0,4,11,2,1,2.017
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1K,WS2007,A & S,,4,3,11,4,0,2.305
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1L,WS2007,A & S,,2,2,15,3,0,2.136
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1M,WS2007,A & S,,4,4,13,0,0,2.529
CHEM,GNRL CHEMISTRY 3 W LAB,1330,1N,WS2007,A & S,,5,7,7,1,0,2.8
CHEM,GNRL CHEMISTRY 3 W LAB,1330H,1A,WS2007,A & S,,9,9,5,0,0,3.187
CHEM,GNRL CHEMISTRY 3 W LAB,1330H,1B,WS2007,A & S,,10,5,7,0,1,3.039
CHEM,ORGANIC CHEMISTRY 1,2100,1,WS2007,A & S,"GLASER,RAINER ERNST",54,72,56,17,9,2.645
CHEM,ORGANIC CHEMISTRY 2,2110,1,WS2007,A & S,"GLASS,TIMOTHY E",37,91,101,12,13,2.502
CHEM,ORGANIC LABORATORY 1,2130,1,WS2007,A & S,"KOTANDENIYA,DELSHANE",142,89,8,0,0,3.527
CHEM,ORGANIC LAB 2,2140,1,WS2007,A & S,"KOTANDENIYA,DELSHANE",9,17,0,0,0,3.335
CHEM,HNRS ORGNIC CHEM 2 W LAB,2170H,1,WS2007,A & S,"MCCORMICK,JOHN PAULI",12,9,1,0,0,3.527
CHEM,QUANT MTHDS ANLY W LAB,3200,1,WS2007,A & S,"TUCKER,SHERYL A",23,25,18,3,5,2.808
CHEM,PHYSICAL CHEMISTRY 2,3330,1,WS2007,A & S,"ADAMS,JOHN E",4,3,6,0,1,2.664
CHEM,UNDERGRAD SEM IN CHEMSTR,3700,1,WS2007,A & S,,23,7,0,0,0,3.767
CHEM,MEDICINAL CHEMISTRY,4170,1,WS2007,A & S,"GATES,KENT S",16,12,22,4,3,2.607
CHEM,INORGANIC CHEMISTRY,4400,1,WS2007,A & S,"KELLER,STEVEN W",6,3,2,0,0,3.309
CHEM,INTR RADIOCHEM W LAB,4600,1,WS2007,A & S,"JURISSON,SILVIA S",3,14,1,0,0,3.078
CHEM,SMR CHEMISTRY BEG GRAD,7087,1,WS2007,A & S,"TUCKER,SHERYL A",9,12,0,0,0,3.429
CHEM,APPLI OF REAC ORG CHEM,8170,1,WS2007,A & S,"HARMATA,MICHAEL",4,5,1,0,0,3.3
CHEM,SUPRAMOLECULAR CHEMISTRY,8420,1,WS2007,A & S,,10,5,2,0,0,3.471
CL STY,GRK & LTN IN ENGL USAGE,1050,1,WS2007,A & S,"CRUTCHFIELD,MATTHEW",13,9,1,0,2,3.192
CL STY,CLASSICAL MYTHOLOGY,1060,1A,WS2007,A & S,"PORTER,ANDREW EDWARD",8,8,5,0,0,3.143
CL STY,CLASSICAL MYTHOLOGY,1060,1B,WS2007,A & S,"ROWLANDS,RHIANNON M",11,7,2,1,1,3.127
CL STY,CLASSICAL MYTHOLOGY,1060,1C,WS2007,A & S,"MALCIC,STEVEN A",8,9,3,2,0,2.95
CL STY,CLASSICAL MYTHOLOGY,1060,1D,WS2007,A & S,"MAKAREWICZ,JOHN M",5,10,2,1,0,3.089
CL STY,CLASSICAL MYTHOLOGY,1060,1E,WS2007,A & S,"STARNES,CASEY J",10,6,2,0,0,3.411
CL STY,CLASSICAL MYTHOLOGY,1060,1F,WS2007,A & S,"WESLOWSKI,DEANNA LYN",5,7,2,1,0,3.007
CL STY,CLASSICAL MYTHOLOGY,1060,1G,WS2007,A & S,"WATERS II,GARY R",5,12,2,0,0,3.174
CL STY,CLASSICAL MYTHOLOGY,1060H,1A,WS2007,A & S,"WESLOWSKI,DEANNA LYN",14,2,1,0,0,3.747
CL STY,ELEMENTARY LATIN 1,1100,1,WS2007,A & S,"GREY,MORGAN E",7,5,5,2,0,2.863
CL STY,ELEMENTARY LATIN 1,1100,2,WS2007,A & S,"SHAMEY,CASEY S",4,3,3,0,3,2.362
CL STY,ELEMENTARY LATIN 2,1200,1,WS2007,A & S,"WHARTON,SEAN M",10,4,4,1,1,2.99
CL STY,ELEMENTARY LATIN 2,1200,2,WS2007,A & S,"WADDELL,PHILIP T",10,4,3,2,1,2.91
CL STY,ELEMENTARY LATIN 2,1200,3,WS2007,A & S,"DAVIS,ERIN PAIGE",6,2,2,1,1,2.867
CL STY,LATIN READING,2000,1,WS2007,A & S,"SAYLOR,CHARLES FREDR",13,6,3,1,1,3.108
CL STY,ROMAN CULTURE,2200,1,WS2007,A & S,"MARKS,RAYMOND D",31,36,25,13,2,2.718
CL STY,ROMAN CLASSCS IN TRNSLTN,2400,1,WS2007,A & S,"SAYLOR,CHARLES FREDR",15,5,2,0,2,3.242
CL STY,ADVANCED MYTHOLOGY,3350,1,WS2007,A & S,"BARNES,MICHAEL HEATH",30,7,1,0,1,3.613
CL STY,GRK/RMN CHARCTR & IDEALS,3450,1,WS2007,A & S,"WALLACH,BARBARA PRIC",13,15,2,0,1,3.306
CL STY,THE ANCIENT NOVEL,3600,1,WS2007,A & S,"MORI,ANATOLE",17,5,1,0,0,3.643
CL STY,PROSEMINAR IN LATIN TEXT,8000,1,WS2007,A & S,"TARKOW,THEODORE ALFR",13,2,0,0,0,3.867
CL STY,ANCIENT/MEDIEVAL TOPOGRP,8440,1,WS2007,A & S,"TROUT,DENNIS E",9,1,0,0,0,3.9
COMMUN,INTRO TO SPCH COMMUNICTN,1200,1,WS2007,A & S,"COFFELT,TINA ANN",2,9,9,1,1,2.495
COMMUN,INTRO TO SPCH COMMUNICTN,1200,10,WS2007,A & S,"BAIOCCHI,ELIZABETH A",7,11,5,1,1,2.856
COMMUN,INTRO TO SPCH COMMUNICTN,1200,11,WS2007,A & S,"MOBLEY,SACHEEN K",0,8,9,5,1,1.991
COMMUN,INTRO TO SPCH COMMUNICTN,1200,12,WS2007,A & S,"TAN,CLAIRE LEE FANG",6,15,2,1,1,2.876
COMMUN,INTRO TO SPCH COMMUNICTN,1200,13,WS2007,A & S,"WHALEN,SHERI A",5,14,4,0,1,2.842
COMMUN,INTRO TO SPCH COMMUNICTN,1200,14,WS2007,A & S,"RHEA,DAVID M",9,12,2,0,1,3.154
COMMUN,INTRO TO SPCH COMMUNICTN,1200,15,WS2007,A & S,"AKERS,KENNETH MICHAE",3,14,6,1,0,2.767
COMMUN,INTRO TO SPCH COMMUNICTN,1200,16,WS2007,A & S,"WHALEN,SHERI A",5,10,3,1,3,2.645
COMMUN,INTRO TO SPCH COMMUNICTN,1200,17,WS2007,A & S,"RHEA,DAVID M",10,11,2,0,0,3.322
COMMUN,INTRO TO SPCH COMMUNICTN,1200,18,WS2007,A & S,"AKERS,KENNETH MICHAE",3,17,4,0,0,2.921
COMMUN,INTRO TO SPCH COMMUNICTN,1200,19,WS2007,A & S,"SMITH,SIOBHAN ELIZAB",4,12,5,0,2,2.709
COMMUN,INTRO TO SPCH COMMUNICTN,1200,2,WS2007,A & S,"BECKER,JENNIFER A",5,13,3,1,1,2.857
COMMUN,INTRO TO SPCH COMMUNICTN,1200,20,WS2007,A & S,"MARQUIS,PAMELA K",11,6,3,2,0,3.195
COMMUN,INTRO TO SPCH COMMUNICTN,1200,21,WS2007,A & S,"CLEMENTS,STEVEN M",10,13,2,0,0,3.368
COMMUN,INTRO TO SPCH COMMUNICTN,1200,22,WS2007,A & S,"DAGGS,JOY L",8,7,7,1,1,2.896
COMMUN,INTRO TO SPCH COMMUNICTN,1200,23,WS2007,A & S,"MARQUIS,PAMELA K",18,6,0,1,0,3.604
COMMUN,INTRO TO SPCH COMMUNICTN,1200,24,WS2007,A & S,"CLEMENTS,STEVEN M",18,7,0,0,0,3.6
COMMUN,INTRO TO SPCH COMMUNICTN,1200,25,WS2007,A & S,"DAGGS,JOY L",1,10,11,0,1,2.396
COMMUN,INTRO TO SPCH COMMUNICTN,1200,26,WS2007,A & S,"ELLEVOLD,BARBARA L",6,16,3,0,0,3.096
COMMUN,INTRO TO SPCH COMMUNICTN,1200,27,WS2007,A & S,"PIAZZA,JOY ALYCE",5,10,7,3,0,2.74
COMMUN,INTRO TO SPCH COMMUNICTN,1200,28,WS2007,A & S,"ALMQUIST,JACQUELINE",8,13,1,1,1,2.983
COMMUN,INTRO TO SPCH COMMUNICTN,1200,29,WS2007,A & S,"ELLEVOLD,BARBARA L",7,10,7,0,0,3.05
COMMUN,INTRO TO SPCH COMMUNICTN,1200,3,WS2007,A & S,"GLANTZ,MARK JAMES",7,14,2,1,0,3.025
COMMUN,INTRO TO SPCH COMMUNICTN,1200,30,WS2007,A & S,"KAYLOR,BRIAN TIMOTHY",5,18,1,0,0,3.092
COMMUN,INTRO TO SPCH COMMUNICTN,1200,31,WS2007,A & S,"ALMQUIST,JACQUELINE",5,14,6,0,0,2.948
COMMUN,INTRO TO SPCH COMMUNICTN,1200,32,WS2007,A & S,"MEDLOCK-KLYUKOVSKI,A",3,12,6,1,3,2.404
COMMUN,INTRO TO SPCH COMMUNICTN,1200,33,WS2007,A & S,"KAYLOR,BRIAN TIMOTHY",3,19,2,1,0,2.948
COMMUN,INTRO TO SPCH COMMUNICTN,1200,34,WS2007,A & S,"YANG,ANNIE YEN-NING",5,13,5,1,0,2.867
COMMUN,INTRO TO SPCH COMMUNICTN,1200,4,WS2007,A & S,"DENKER,KATHERINE J",4,11,4,2,1,2.695
COMMUN,INTRO TO SPCH COMMUNICTN,1200,5,WS2007,A & S,"GLANTZ,MARK JAMES",4,15,4,1,0,2.867
COMMUN,INTRO TO SPCH COMMUNICTN,1200,6,WS2007,A & S,"DENKER,KATHERINE J",7,11,5,0,1,2.933
COMMUN,INTRO TO SPCH COMMUNICTN,1200,7,WS2007,A & S,"BAIOCCHI,ELIZABETH A",7,13,1,2,0,2.996
COMMUN,INTRO TO SPCH COMMUNICTN,1200,8,WS2007,A & S,"MOBLEY,SACHEEN K",2,11,5,2,3,2.265
COMMUN,INTRO TO SPCH COMMUNICTN,1200,9,WS2007,A & S,"TAN,CLAIRE LEE FANG",6,15,4,0,0,3.104
COMMUN,INTRO TO SPCH COMMUNICTN,1200H,1,WS2007,A & S,"SMITH,FRANCES LOU MC",3,11,0,0,1,2.96
