Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,INTRO TO ACCOUNTING,2010,01,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",37,51,22,4,1,3.019
ACCTCY,ACCOUNTING 1,2036,01,FS2007,CBUSN,"CUNNINGHAM,BILLIE M",85,144,76,14,7,2.877
ACCTCY,ACCOUNTING 1,2036,02,FS2007,CBUSN,"CUNNINGHAM,BILLIE M",161,161,60,22,4,3.11
ACCTCY,ACCOUNTING 1,2036,03,FS2007,CBUSN,"HUANG,XIAOCHUAN",17,23,16,4,1,2.836
ACCTCY,ACCOUNTING 2,2037,01,FS2007,CBUSN,"PRESTIGIACOMO,CARL CHRI",50,91,77,30,11,2.533
ACCTCY,ACCOUNTING 2,2037,02,FS2007,CBUSN,"PRESTIGIACOMO,CARL CHRI",38,81,62,10,5,2.693
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,01,FS2007,CBUSN,"NIKOLAI,LOREN ALFRED",12,5,2,1,0,3.385
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,02,FS2007,CBUSN,"NIKOLAI,LOREN ALFRED",18,2,0,0,0,3.81
ACCTCY,COMP-BASED DATA SYSTEMS,2258,01,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",15,14,6,1,1,3.124
ACCTCY,COMP-BASED DATA SYSTEMS,2258,02,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",8,14,7,1,0,2.977
ACCTCY,COMP-BASED DATA SYSTEMS,2258,03,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",5,16,7,0,1,2.838
ACCTCY,COMP-BASED DATA SYSTEMS,2258,04,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",5,14,8,1,0,2.929
ACCTCY,COMP-BASED DATA SYSTEMS,2258,05,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",12,12,6,0,0,3.21
ACCTCY,COMP-BASED DATA SYSTEMS,2258,06,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",12,14,7,0,0,3.197
ACCTCY,COMP-BASED DATA SYSTEMS,2258,07,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",11,13,8,2,0,2.979
ACCTCY,COMP-BASED DATA SYSTEMS,2258,08,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",13,12,4,0,0,3.3
ACCTCY,COMP-BASED DATA SYSTEMS,2258,09,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",8,23,5,1,1,2.963
ACCTCY,COMP-BASED DATA SYSTEMS,2258,10,FS2007,CBUSN,"VOLK,JESSICA LYN",21,14,3,0,0,3.474
ACCTCY,COMP-BASED DATA SYSTEMS,2258,10,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",21,14,3,0,0,3.474
ACCTCY,COMP-BASED DATA SYSTEMS,2258,11,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",2,25,10,1,0,2.705
ACCTCY,COMP-BASED DATA SYSTEMS,2258,12,FS2007,CBUSN,"HALL,JOHN MICHAEL",9,12,4,2,1,2.95
ACCTCY,COMP-BASED DATA SYSTEMS,2258,12,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",9,12,4,2,1,2.95
ACCTCY,COMP-BASED DATA SYSTEMS,2258,13,FS2007,CBUSN,"CASTELLANO,MARY HANNAH",7,10,7,2,0,2.846
ACCTCY,COMP-BASED DATA SYSTEMS,2258,13,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",7,10,7,2,0,2.846
ACCTCY,COMP-BASED DATA SYSTEMS,2258,14,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",1,10,14,1,0,2.504
ACCTCY,COMP-BASED DATA SYSTEMS,2258,14,FS2007,CBUSN,"FRAZEE,KATHRYN ELISE",1,10,14,1,0,2.504
ACCTCY,FIN ACCT THRY & PRACT 1,3326,01,FS2007,CBUSN,"ZHANG,HONGMEI",14,19,2,0,0,3.283
ACCTCY,FIN ACCT THRY & PRACT 1,3326,02,FS2007,CBUSN,"ZHANG,HONGMEI",14,15,6,0,0,3.143
ACCTCY,FIN ACCT THRY & PRACT 1,3326,03,FS2007,CBUSN,"KLEEN,PENNY LYNN",13,14,5,0,0,3.259
ACCTCY,FIN ACCT THRY & PRACT 1,3326,04,FS2007,CBUSN,"KLEEN,PENNY LYNN",4,24,3,0,0,3.013
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,01,FS2007,CBUSN,"WHEELER,PATRICK RANDOLP",32,5,0,0,0,3.816
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,02,FS2007,CBUSN,"MAULDIN,ELAINE G",24,11,0,0,0,3.591
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,03,FS2007,CBUSN,"MAULDIN,ELAINE G",11,11,1,0,0,3.461
ACCTCY,COST & MANAGERIAL ACCT,3347,01,FS2007,CBUSN,"PRATHER-KINSEY,JENICE",5,6,5,0,0,3.019
ACCTCY,COST & MANAGERIAL ACCT,3347,02,FS2007,CBUSN,"PRATHER-KINSEY,JENICE",11,7,2,1,0,3.319
ACCTCY,INTRODUCTION TO TAXATION,4353,01,FS2007,CBUSN,"MOSER,WILLIAM JOSEPH",11,19,8,1,2,2.863
ACCTCY,INTRODUCTION TO TAXATION,4353,02,FS2007,CBUSN,"MOSER,WILLIAM JOSEPH",17,18,5,0,2,3.15
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,01,FS2007,CBUSN,"PRESTIGIACOMO,CARL CHRI",7,16,18,5,1,2.432
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,02,FS2007,CBUSN,"PRESTIGIACOMO,CARL CHRI",2,24,21,5,0,2.454
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,03,FS2007,CBUSN,"KLEEN,PENNY LYNN",6,10,22,4,1,2.414
ACCTCY,ACCOUNTING F/MANAGERS,7310,01,FS2007,CBUSN,"CUNNINGHAM,BILLIE M",20,15,1,0,0,3.528
ACCTCY,GOVTL ACNTNG & BUDGETING,7365,01,FS2007,CBUSN,"HOCKMAN,KRISTEN MICHELL",20,11,1,0,0,3.594
ACCTCY,TAX OF BUSINESS ENTITIES,7373,01,FS2007,CBUSN,"PEREIRA,RAYNOLDE",23,6,0,0,0,3.793
ACCTCY,AUDIT THEORY & PRACT 1,7384,01,FS2007,CBUSN,"FARBER,DAVID B",25,4,0,0,0,3.862
ACCTCY,AUDIT THEORY & PRACT 1,7384,02,FS2007,CBUSN,"FARBER,DAVID B",15,5,0,0,0,3.75
ACCTCY,TAX RESEARCH & PLANNING,8423,01,FS2007,CBUSN,"PEREIRA,RAYNOLDE",24,6,0,0,0,3.8
ACCTCY,FIN ACCT THEORY & PRAC 3,8436,01,FS2007,CBUSN,"SHAW,KENNETH WILLIAM",26,30,2,0,0,3.414
ACCTCY,FIN ACCT THEORY & PRAC 3,8436,02,FS2007,CBUSN,"SHAW,KENNETH WILLIAM",21,23,2,0,0,3.413
ACCTCY,FORENSIC ACCOUNTING,8438,01,FS2007,CBUSN,"ARUNACHALAM,VAIRAM",21,11,0,0,0,3.656
ACCTCY,FORENSIC ACCOUNTING,8438,02,FS2007,CBUSN,"ARUNACHALAM,VAIRAM",19,10,0,0,0,3.655
ACCTCY,ACCT & BSNSS STRATG ANLY,8450,01,FS2007,CBUSN,"KHURANA,INDER K",22,17,0,0,0,3.564
AERO,FOUNDTN U.S. AIR FORCE,1100,01,FS2007,CAS,"UNGER,BRENT J",16,3,0,0,0,3.732
AERO,EVOL USAF AIR & SPC PWR,2100,01,FS2007,CAS,"TULBERG JR,ELLSWORTH E",14,0,0,0,0,4.0
AERO,AF LEADERSHIP STUDIES,3100,01,FS2007,CAS,"ROUNSAVALL,TAMMY D",12,2,0,0,0,3.793
AERO,NTL SECR AFFR/PRP F/DUTY,4100,01,FS2007,CAS,"TULBERG JR,ELLSWORTH E",18,0,0,0,0,3.983
AGRIC,CMPTNG & INFORMTN SYST 1,1111,01,FS2007,CAFNR,"STRID,MARC BENNETT",6,4,8,0,0,2.889
AGRIC,CMPTNG & INFORMTN SYST 1,1111,02,FS2007,CAFNR,"STRID,MARC BENNETT",7,9,2,1,0,3.158
AGRIC,CMPTNG & INFORMTN SYST 1,1111,03,FS2007,CAFNR,"STRID,MARC BENNETT",4,4,3,0,0,3.091
AGRIC,CMPTNG & INFORMTN SYST 1,1111,04,FS2007,CAFNR,"STRID,MARC BENNETT",6,6,2,0,0,3.286
AGRIC,FOUND F/COLLEGE SUCCESS,1115,01,FS2007,CAFNR,"GARTON,BRYAN L",19,7,2,0,1,3.431
AGRIC,FOUND F/COLLEGE SUCCESS,1115,02,FS2007,CAFNR,"GARTON,BRYAN L",8,3,0,2,1,3.05
AGRIC,INTERNTL AG/NAT RESOURCE,2190,01,FS2007,CAFNR,"ROBINSON,ROY ELLIS",8,12,5,2,1,2.921
AGRIC,INTERNTL AG/NAT RESOURCE,2190,06,FS2007,CAFNR,"ROBINSON,ROY ELLIS",14,1,0,0,0,3.933
AG_EC,INTRO TO AGRIBUSN MNGMT,1010,01,FS2007,CAFNR,"DAUVE,JAN L",16,0,0,0,0,3.981
AG_EC,APPLIED MICROECONOMICS,1041,01,FS2007,CAFNR,"DAUVE,JAN L",63,78,109,8,8,2.678
AG_EC,APPLIED MICROECONOMICS,1041,02,FS2007,CAFNR,"DAUVE,JAN L",53,57,74,5,10,2.695
AG_EC,APPLIED MACROECONOMICS,1042,01,FS2007,CAFNR,"CHAMBERS,MOLLY JILL",7,12,8,6,0,2.606
AG_EC,INTRO MATH AG ECONOMICS,2123,01,FS2007,CAFNR,"MONSON,MICHAEL J",8,8,8,0,0,3.013
AG_EC,AG MARKETING SYSTEM,2183,01,FS2007,CAFNR,"PARCELL,JOSEPH L",24,40,10,1,1,3.083
AG_EC,AGRICULTURAL SALES,2223,01,FS2007,CAFNR,"SOWERS,LINDA FRANZ",20,30,11,0,0,3.049
AG_EC,STATISTICAL ANALYSIS,2225,01,FS2007,CAFNR,"KAYLEN,MICHAEL S",7,9,7,2,3,2.525
AG_EC,NEW PRODUCTS MARKETING,3224,01,FS2007,CAFNR,"BOESSEN,CHRISTIAN R",98,32,10,1,1,3.582
AG_EC,AGRICULTURAL PRICES,3251,01,FS2007,CAFNR,"XIA,YIN",11,20,0,0,0,3.316
AG_EC,RURAL & AGRIC LAW,3257,01,FS2007,CAFNR,"MATTHEWS,STEPHEN FRANK",15,20,15,3,1,2.772
AG_EC,GENERAL FARM MANAGEMENT,3260,01,FS2007,CAFNR,"MONSON,MICHAEL J",16,28,20,0,0,2.923
AG_EC,INTRNTL FD TRADE & POLCY,3272,01,FS2007,CAFNR,"MOORE,KEVIN C",10,5,3,1,0,3.2
AG_EC,AGRIBUSINESS FINANCE,3282,01,FS2007,CAFNR,"BOESSEN,CHRISTIAN R",15,4,9,0,1,3.124
AG_EC,ECON MANGRL DECSN MAKING,3286,01,FS2007,CAFNR,"KLEIN,PETER G",10,21,1,0,1,3.073
AG_EC,AGRIC MARKT & PROCURMENT,3294,01,FS2007,CAFNR,"PARCELL,JOSEPH L",7,11,3,0,0,3.19
AG_EC,TPC IN AGRICULTURAL ECON,4301,05,FS2007,CAFNR,"HOFHERR,PETER WILLIAM",2,13,0,0,0,3.253
AG_EC,ENVIRONMNTL LAW & POLICY,4356,01,FS2007,CAFNR,"MATTHEWS,STEPHEN FRANK",7,10,17,3,2,2.405
AG_EC,AGRIBUS MNGMNT STRATG,4971,01,FS2007,CAFNR,"SYKUTA,MICHAEL E",5,36,2,2,0,2.991
AG_EC,SENIOR SMR IN AGRIC ECON,4990,01,FS2007,CAFNR,"SYKUTA,MICHAEL E",13,18,0,0,0,3.429
AG_ED,ORIENTATION TO AG ED,1000,01,FS2007,CAFNR,"TERRY,H ROBERT",13,1,0,0,1,3.647
AG_ED,VERBAL COMMUNCTN IN AFNR,2220,01,FS2007,CAFNR,"GARTON,BRYAN L",38,34,4,1,1,3.306
AG_ED,PERSONL LDRSHP DEVELPMNT,2250,01,FS2007,CAFNR,"TERRY,H ROBERT",38,9,12,2,1,3.205
AG_ED,TEACH FINAN MNGMT & ECON,3310,01,FS2007,CAFNR,"ROHRBACH,NORMAN F",7,6,1,0,0,3.321
AG_ED,METAL FABRIC & LAB MNGMT,3320,01,FS2007,CAFNR,"SAUCIER,PHILIP RYAN",12,3,1,0,0,3.65
AG_ED,TEACHING AGRIC SUBJECTS,4330,01,FS2007,CAFNR,"TORRES,ROBERT MATTHEW",13,1,0,0,0,3.864
AG_ED,ADV METH TEACH AGRIC,8330,1,FS2007,CAFNR,"TERRY,H ROBERT",14,1,0,0,0,3.933
AG_ED,RSC:METHODS & DESIGN,8510,01,FS2007,CAFNR,"TORRES,ROBERT MATTHEW",7,5,1,0,0,3.462
AG_JRN,INTRO TO AGRIC JOURN,1160,01,FS2007,CAFNR,"ALLEN,WILLIAM H",8,5,2,0,0,3.4
AG_JRN,PROBLEMS IN AGRIC JOURN,2150,01,FS2007,CAFNR,"WOOD TURLEY,SHARON",8,2,0,0,0,3.71
AG_JRN,FUNDAMNTLS OF COMMUNIC,3210,01,FS2007,CAFNR,"ALLEN,WILLIAM H",50,48,24,3,4,3.06
AG_JRN,COMMUNICATING ON THE WEB,3240,01,FS2007,CAFNR,"STRID,MARC BENNETT",18,4,0,0,0,3.845
AG_S_M,INTRO TO AGRIC SYST MNGM,1020,01,FS2007,CAFNR,"SCHUMACHER,LEON GEORGE",25,28,2,2,0,3.323
AG_S_M,MOBILE HYDRAULICS,2360,01,FS2007,CAFNR,"BORGELT,STEVEN C",12,8,7,0,0,3.185
AG_S_M,PROBLEMS IN AG SYS MNGMT,3350,06,FS2007,CAFNR,"SCHUMACHER,LEON GEORGE",5,4,1,0,0,3.4
AG_S_M,ELECTRICTY: WIRING/EQUIP,4140,01,FS2007,CAFNR,"SCHUMACHER,LEON GEORGE",9,19,1,0,0,3.245
AG_S_M,AG EQUIPMENT & MACHINERY,4320,01,FS2007,CAFNR,"SHANNON,DONALD KENT",12,5,2,0,0,3.558
AG_S_M,PROBLEMS IN AG SYS MNGMT,4350,01,FS2007,CAFNR,"SCHUMACHER,LEON GEORGE",10,1,0,0,0,3.936
AG_S_M,IRRIGATION AND DRAINAGE,4460,01,FS2007,CAFNR,"THOMPSON,ALLEN L",5,7,2,1,0,2.927
AG_S_M,AG SYST MNGMNT-CAPSTONE,4970,01,FS2007,CAFNR,"ZULOVICH,JOSEPH M",14,0,0,0,0,3.914
ANTHRO,GENERAL ANTHROPOLOGY,1000,01,FS2007,CAS,"DUNCAN,NEIL A",53,86,50,23,14,2.627
ANTHRO,GENERAL ANTHROPOLOGY,1000,02,FS2007,CAS,"POMIANEK,CHRISTINA NICO",42,83,28,13,4,2.839
ANTHRO,GENERAL ANTHROPOLOGY,1000H,01,FS2007,CAS,"PALMER,CRAIG T",10,1,0,0,0,3.909
ANTHRO,FUND ARCHAEOLOGY W/LAB,2020,01,FS2007,CAS,"VANPOOL,TODD LOGAN",7,15,3,3,3,2.674
ANTHRO,FUNDAMENTL OF ARCHAEOLGY,2021,01,FS2007,CAS,"VANPOOL,TODD LOGAN",3,5,12,1,1,2.377
ANTHRO,CULTURAL ANTHROPOLOGY,2030,01,FS2007,CAS,"PALMER,CRAIG T",85,31,5,1,2,3.588
ANTHRO,CULTURAL ANTHROPOLOGY,2030,03,FS2007,CAS,"KUCHINSKI,ANN MARIE",4,7,0,0,0,3.336
ANTHRO,ANTHROPOLOGICAL LINGUIST,2040,01,FS2007,CAS,"VAN POOL,CHRISTINE I",10,20,6,0,1,3.051
ANTHRO,INTRO BIOL ANTHRO W/LAB,2050,01,FS2007,CAS,"WESCOTT,DANIEL J",21,20,16,8,4,2.675
ANTHRO,INTRO TO BIOLGICL ANTHRO,2051,01,FS2007,CAS,"WESCOTT,DANIEL J",6,20,15,10,5,2.225
ANTHRO,EVOLUTION HUMAN SEXUAL,2580,01,FS2007,CAS,"FLINN,MARK V",28,3,2,0,3,3.414
ANTHRO,HUMAN BIO & LIFE HIST,3540,01,FS2007,CAS,"BLOMQUIST,GREGORY E",3,9,8,0,1,2.562
ANTHRO,HUMAN BIOLGCL VARIATION,4540,01,FS2007,CAS,"WESCOTT,DANIEL J",6,3,2,0,1,3.033
ANTHRO,SOUTH AMER ARCHAEOLOGY,4670,01,FS2007,CAS,"HAYASHIDA,FRANCES MARIK",4,7,0,0,0,3.255
ANTHRO,CAPSTONE SMR IN ANTHRO,4990,01,FS2007,CAS,"SATTENSPIEL,LISA",6,5,1,0,0,3.367
AN_SCI,TOPICS IN ANIMAL SCIENCE,1001,01,FS2007,CAFNR,"SAFRANSKI,TRISTA ANN",22,17,4,0,0,3.391
AN_SCI,ANIMAL SCIENCE,1011,01,FS2007,CAFNR,"JESSE,GEORGE WILLIAM",38,64,36,14,8,2.674
AN_SCI,ANIMAL SCI LAB PRACTICUM,1065,01A,FS2007,CAFNR,"JESSE,GEORGE WILLIAM",10,12,2,0,2,2.996
AN_SCI,ANIMAL SCI LAB PRACTICUM,1065,01B,FS2007,CAFNR,"JESSE,GEORGE WILLIAM",7,14,2,1,2,2.873
AN_SCI,ANIMAL SCI LAB PRACTICUM,1065,01C,FS2007,CAFNR,"JESSE,GEORGE WILLIAM",3,7,4,2,1,2.476
AN_SCI,ANIMAL SCI LAB PRACTICUM,1065,01D,FS2007,CAFNR,"JESSE,GEORGE WILLIAM",13,6,4,1,0,3.267
AN_SCI,GLOBAL ANIMAL AGRICLTR,2110,01,FS2007,CAFNR,"FIRMAN,JEFFRE D",6,8,0,0,0,3.471
AN_SCI,LIVE ANIMAL & MEAT EVAL,2114,01,FS2007,CAFNR,"WIEGAND,BRYON R",33,10,1,0,1,3.571
AN_SCI,LIVESTOCK JUDGING,2115,01,FS2007,CAFNR,"KEMP,DAVID J",12,2,0,0,0,3.729
AN_SCI,HORSE SELECTION & EVAL,2135,01,FS2007,CAFNR,"JENNINGS,MARCI W",6,3,3,0,1,3.023
AN_SCI,RUMINANT PRODUCTION,2165,01,FS2007,CAFNR,"WILLIAMS,JAMES E",25,30,20,2,4,2.875
AN_SCI,RUMINANT PRODUCTION,2165,02,FS2007,CAFNR,"WILLIAMS,JAMES E",28,40,17,3,2,2.999
AN_SCI,JUNIOR SEMINAR IN AN SCI,3210,01,FS2007,CAFNR,"JESSE,GEORGE WILLIAM",94,11,3,1,1,3.776
AN_SCI,PRIN & APPL OF ANIM NUTR,3212,01,FS2007,CAFNR,"FRITSCHE,KEVIN L",18,29,32,16,5,2.381
AN_SCI,PRINC OF MEAT SCIENCE,3214,01,FS2007,CAFNR,"LORENZEN,CAROL L",9,8,5,1,1,2.896
AN_SCI,MONOGASTRIC NUTRITION,4312,01,FS2007,CAFNR,"FIRMAN,JEFFRE D",16,16,1,0,0,3.491
AN_SCI,REPRODUCTIVE MANAGEMENT,4384,01,FS2007,CAFNR,"SMITH,MICHAEL FIELDING",15,21,3,0,0,3.308
AN_SCI,ADV DAIRY PRODUCTION,4976,01,FS2007,CAFNR,"GARVERICK,HENRY ALLEN",10,31,6,0,1,3.09
AN_SCI,SWINE PRODUCTION,4978,01,FS2007,CAFNR,"SAFRANSKI,TIMOTHY J",13,14,8,0,0,3.134
AN_SCI,GONADAL FUNCTION,9434,01,FS2007,CAFNR,"KEISLER,DUANE H",7,4,0,0,0,3.636
AN_SCI,VITAMINS & MINERALS,9442,01,FS2007,CAFNR,"LEDOUX,DAVID R",5,6,0,0,0,3.455
ARABIC,ELEMENTARY ARABIC 1,1100,01,FS2007,CAS,"MAHIR,ZAID NUMAN",4,5,4,5,1,2.284
ARCHST,VISUAL DESIGN,1100,01,FS2007,CHES,"JACKMAN,BRENDA JEAN",9,10,2,0,0,3.262
ARCHST,VISUAL DESIGN,1100,02,FS2007,CHES,"YOON,SO YEON",7,9,2,0,0,3.294
ARCHST,ARCH DRAFT & WORK DRAW,1200,01,FS2007,CHES,"ISLAM,A K M ZAHIDUL",4,6,3,3,2,2.356
ARCHST,ARCH DRAFT & WORK DRAW,1200,02,FS2007,CHES,"GOLDSCHMIDT,MICHAEL",18,4,0,0,0,3.791
ARCHST,COMP AID DRAFT W/AUTOCAD,2220,01,FS2007,CHES,"BUFFALOE,BARBARA ANN",11,6,2,1,1,3.176
ARCHST,COMP AID DRAFT W/AUTOCAD,2220,02,FS2007,CHES,"CLAFLIN,CHARLOTTE LEE",14,1,0,0,0,3.853
ARCHST,DESIGN COMMUNICATION 1,2230,01,FS2007,CHES,,6,13,1,0,0,3.22
ARCHST,DESIGN COMMUNICATION 1,2230,01,FS2007,CHES,"YOON,SO YEON",6,13,1,0,0,3.22
ARCHST,DESIGN COMMUNICATION 1,2230,02,FS2007,CHES,,7,11,2,1,1,3.027
ARCHST,DESIGN COMMUNICATION 1,2230,02,FS2007,CHES,"ISLAM,A K M ZAHIDUL",7,11,2,1,1,3.027
ARCHST,BUILDING SYSTEMS,2310,01,FS2007,CHES,"PHILLIPS,RONALD G",33,6,7,1,0,3.498
ARCHST,STUDIO 1,2811,01,FS2007,CHES,"LUECKE,ANNA M WECKENBOR",4,10,5,0,0,2.9
ARCHST,STUDIO 1,2811,02,FS2007,CHES,"YOON,SO YEON",20,2,0,0,0,3.841
ARCHST,ENVIRONMENTAL ANALYSIS,3600,01,FS2007,CHES,"SCHWARZ,BENYAMIN",19,13,2,0,0,3.518
ARCHST,COMP GRAPH APPL F/DSGN 1,4230,01,FS2007,CHES,"OBLACK,DAVID M",6,6,2,0,0,3.264
ARCHST,"MATERIALS, MTHD & PRDCT",4320,01,FS2007,CHES,"GOLDSCHMIDT,MICHAEL",41,10,3,2,0,3.575
ARCHST,RECNT TRND DIGTL MEDIA 1,4355,02,FS2007,CHES,,18,1,0,0,0,3.947
ARCHST,DESIGNED ENVIR TO 1750,4410,01,FS2007,CHES,"HORNBECK,ELIZABETH JEAN",10,14,4,0,3,2.845
ARCHST,RECENT TRENDS,4555,03,FS2007,CHES,"BARTLETT,LYRIA DICKASON",22,0,0,0,0,4.0
ARCHST,DESGN BUSINESS PRACTICS,4710,01,FS2007,CHES,"TOFLE,RUTH BRENT",32,6,6,0,0,3.536
ARCHST,INTERIORS STUDIO 3,4813,01,FS2007,CHES,"DSOUZA PRABHU,NEWTON SA",11,0,0,0,0,4.0
ARCHST,INTERIORS STUDIO 3,4813,01,FS2007,CHES,"PHILLIPS,RONALD G",11,0,0,0,0,4.0
ARCHST,INTERIORS STUDIO 4,4814,01,FS2007,CHES,"DSOUZA PRABHU,NEWTON SA",13,4,0,1,0,3.544
ARCHST,INTERIORS STUDIO 4,4814,01,FS2007,CHES,"PHILLIPS,RONALD G",13,4,0,1,0,3.544
ARCHST,PRG FOR THESIS DESGN STD,4860,01,FS2007,CHES,"DSOUZA PRABHU,NEWTON SA",15,10,0,0,0,3.564
ARCHST,THESIS DESIGN STUDIO,4990,01,FS2007,CHES,"SCHWARZ,BENYAMIN",11,5,0,0,0,3.669
ART_CERM,BEGINNING CERAMICS,2100,01,FS2007,CAS,"VENZANT,DOMINIQUE A",3,13,0,0,1,2.982
ART_CERM,BEGINNING CERAMICS,2100,02,FS2007,CAS,"SHELLY,IAN MATTHEW",6,7,0,0,0,3.623
ART_CERM,BEGINNING CERAMICS,2100,03,FS2007,CAS,"SHELLY,IAN MATTHEW",3,8,1,0,1,2.808
ART_CERM,INTERMEDIATE CERAMICS,3100,01,FS2007,CAS,"JOHNSON,M. KATHERINE",4,8,2,0,0,3.1
ART_DRAW,DRAWING I,1050,01,FS2007,CAS,"LOWRANCE,CHRISTOPHER J",6,4,4,0,1,2.873
ART_DRAW,DRAWING I,1050,02,FS2007,CAS,"KEISER,JESSICA LYNN",7,8,2,1,1,2.937
ART_DRAW,DRAWING I,1050,03,FS2007,CAS,"BERNECHE,JERRY D",9,10,2,0,0,3.333
ART_DRAW,DRAWING I,1050,04,FS2007,CAS,"BERNECHE,JERRY D",7,11,2,0,0,3.22
ART_DRAW,DRAWING I,1050,05,FS2007,CAS,"GRILL,J B",5,10,3,0,1,2.947
ART_DRAW,DRAWING I,1050,06,FS2007,CAS,"LOWRANCE,CHRISTOPHER J",15,3,1,0,1,3.46
ART_DRAW,DRAWING I,1050,07,FS2007,CAS,"GLENN,ANDREW W",1,5,3,1,4,1.857
ART_DRAW,DRAWING I,1050,08,FS2007,CAS,"GLENN,ANDREW W",2,3,4,1,2,2.067
ART_DRAW,DRAWING 2,2200,01,FS2007,CAS,"CAMERON,BROOKE B",5,11,2,0,0,3.183
ART_DRAW,DRAWING 2,2200,02,FS2007,CAS,"BALLOU,MATTHEW",4,9,2,0,0,3.133
ART_DRAW,DRAWING 2,2200,03,FS2007,CAS,"BALLOU,MATTHEW",4,9,0,0,1,3.05
ART_DRAW,BEGINNING COLOR DRAWING,2210,01,FS2007,CAS,"LANGENECKERT,MARK G",2,6,3,0,0,2.936
ART_DRAW,DRAWING 3,3200,01,FS2007,CAS,"GRILL,J B",1,8,3,1,0,2.646
ART_DRAW,ANATOMICAL DRAWING,3220,01,FS2007,CAS,"LANGENECKERT,MARK G",3,6,2,0,0,3.145
ART_FIBR,BEGINNING FIBERS,2300,01,FS2007,CAS,"REEVES,HANNAH ROSE",7,4,0,0,0,3.609
ART_FIBR,BEGINNING FIBERS,2300,02,FS2007,CAS,"OTTWELL,NICOLE ALENE",3,5,2,0,1,2.818
ART_GNRL,INTRODUCTION TO ART,1010,01,FS2007,CAS,"ZAMUCO,ERIC DE LEON",8,9,2,0,1,3.135
ART_GNRL,INTRODUCTION TO ART,1010,02,FS2007,CAS,"SELBURG,JOHN KENNETH",12,6,1,0,0,3.579
ART_GNRL,INTRODUCTION TO ART,1010,03,FS2007,CAS,"BROWN,NANCY KIM",9,6,3,1,0,3.305
ART_GNRL,INTRODUCTION TO ART,1010,04,FS2007,CAS,"SNURE,JESSICA SLOANE",4,9,2,2,2,2.611
ART_GNRL,INTRODUCTION TO ART,1010,05,FS2007,CAS,"BURKERT,VICTORIA LYNN",8,8,2,0,0,3.333
ART_GNRL,APPRECIATION OF ART,1020,01,FS2007,CAS,"SHANKS,PATTI A",102,64,8,2,1,3.514
ART_GNRL,APPRECIATION OF ART,1020,02,FS2007,CAS,"SHANKS,PATTI A",143,73,24,2,5,3.435
ART_GNRL,APPRECIATION OF ART,1020,03,FS2007,CAS,"KREPS,PATRICIA C",92,41,8,1,1,3.521
ART_GNRL,BASIC 2-D DESIGN,1030,01,FS2007,CAS,"DANIGGELIS,CHRISTOPHER",14,2,1,0,0,3.676
ART_GNRL,BASIC 2-D DESIGN,1030,02,FS2007,CAS,"HIGGINS,K. ANN",8,4,2,1,0,3.287
ART_GNRL,BASIC 2-D DESIGN,1030,05,FS2007,CAS,"JURADO LASPINA,MARIA LE",8,4,0,0,0,3.642
ART_GNRL,BASIC 2-D DESIGN,1030,06,FS2007,CAS,"SAMPSON,CHERIE",1,11,2,0,0,2.993
ART_GNRL,BASIC 3-D DESIGN,1040,01,FS2007,CAS,"DANIGGELIS,CHRISTOPHER",8,3,0,0,1,3.467
ART_GNRL,BASIC 3-D DESIGN,1040,02,FS2007,CAS,"CRITES,DEBORAH LYNN",10,4,1,0,1,3.319
ART_GNRL,BASIC 3-D DESIGN,1040,03,FS2007,CAS,"SAMPSON,CHERIE",4,7,4,0,0,2.92
ART_GNRL,BASIC 3-D DESIGN,1040,04,FS2007,CAS,"CARLSON,ERIC DALE",5,9,1,0,0,3.347
ART_GRDN,BEGIN DIGITAL IMAGING,1400,01,FS2007,CAS,"HIGGINS,K. ANN",19,0,0,0,0,4.0
